channel_id,playlist_id,video_id,cleaned_title,cleaned_description,cleaned_comments
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,zvmenZfiPq4,does a vertical monitor make you more productive shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,if youre interested in checking out the vertical monitor for whatever reason link is here monitors are designed to have everytjing in your vision nnthe direction for this technology to grow is immersion screens will get wider and taller we will have more screens around us nnuntil home computers become vr spheres you are supposed to see multiple windows at the same time with it that monitor is meant to be used to have multiple windows in it at full size you should try stacking multiple windows to see if you are able to more efficiently use both and switch quickly if you increased your productivity did you waste money ask java devs surely it could if you used it in split screen rather than one application maybe because you dont use widows u scared with lg ali i guess its just normal monitor mounted vertically
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,eFij9KekdVc,how jk rowling created harry potter shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people you can add rejected by her transloving actors to the list it baffles that people take issues with anything shes said personally you refer to i think persistance is something that truly describes her persona living of government support yet still striving for greatness sometimes in that atate you only think of survivalshe didnt write just one book in her head was a whole saga her brain is a treasure imagine if this is true story rowling herself is lily telling her harrys story and all other thingrealising snapes love for her bet they regretted that jk rowling is a brilliant actor and person name of the song thats playing in the background thats inspiring i wish i could write some series like that too and take the world by storm somehow
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,JWOR5Y-qmfg,my favourite macbook apps of all time,preorder my book to get an exclusive ticket to the feelgood productivity annual planning workshop in january jetbrains academy have partnered with hyperskill so go to and receive your first month for free or check out i recently got the new mac mini and had to download all of the apps that i use so in this video i go through the essential apps that i use almost daily basis enjoy x superhuman rize sigma my spotify playlist how i use notion playlist correction sigmaos is a webkit based browser thats compatible with chrome extensions its not a chromium browser i said in the video check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people watch next how i manage my time time management tips my favourite iphone apps my productivity desk setup portable kindle scribe review timestamps intro productivity apps apps for life organisation apps for my personal life apps for research and writing apps for creative work apps for business sign up to my free weekly email newsletter my free online courses productivity masterclass principles and tools to boost your productivity how to study for exams an evidencebased masterclass youtube for beginners everything you need to know to start my creator courses check out my free day email course how to become a parttime youtuber creatorpreneur my flagship course for scaling up your creative sidehustle camera confidence my selfpaced course how to improve your creativity career or communication skills my favourite gear my macbook skin other tech my youtube camera gear my keyboard wireless coral mechanical keyboard cherry blue my favourite ipad screen protector paperlike my desk accessories todo list ugmonk my favourite tools vidiq how i optimise my youtube videos shortform the best summaries of books readwise how i remember what i read epidemic sound where i get my music amazing for youtubers my key links my website blog twitter instagram who am i im ali a youtuber podcaster soontobe author and exdoctor working in london uk i make videos that explore the strategies and tools that help us live happier healthier and more productive lives i also have a weekly podcast called deep dive and i write a weekly email newsletter that contains some quick thoughts links to interesting things ps some of the links in this description are affiliate links that i get a kickback from,less coffee seriously ankur warikoo attended your cohorts great suggestions but now i know this is all promotion i recently saw your collab with another dude wherein you were least interested in note taking apps citing you needed the easiest one and only used apple notes obsidian is the opposite of what you said there sigh people say that money is not the key to happiness but i always figured if you have enough money you can have a key made why i cant download cleanshot in appstore sorry but i cant believe you use all this in your daily life you waste more time using all this than actually living it doesnt gain productivity but it gets stuck a screen longer than necessary its my alfred you mention having things app all devices but didnt mention you have to buy each separately per devices i paid for my iphone then went to download ipad version but its asking i pay for ipad hope i can get my money back test
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,Ksjt_I8rDrE,the halo effect shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,really good thanks fu woah never knew i had to wash this wont work its hardwired into us from the age of to at this very age i deal with it just like u manipulating us to believe that u r intelligentn u r actually your english vocal voice talk about palestine ali just our internal conditional probability calculations doing their thing i want to learn this video editing can anyone let know how can i do this anyone has tutorial for this
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,5-YXQ9LcEjQ,the paradox of choice shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,you cut off the part where the fewer choices made them think of their responsibilities like needs while the bigger choices made them more conscious of what will they get the most from this is perfection i had the pleasure of reading something similar and it was an absolute perfection the art of meaningful relationships in the st century by leo flint im captivated by every word i read a book with similar content and i was completely captivated the art of meaningful relationships in the st century by leo flint i think its the same when you get older and you realise you can make your own food or spend money takeaway but before a child you could be content with just mums food its analysis paralysis nothing to be discovered it was actually before called embarass thankfully this doesnt apply to the sat that most stores will stock based this principle is really annoying for those of us that dont like basic bitch flavours and want the interesting options that get cut i choose things by necessity and it works bigi drinks left the group chatnnthey have money than varieties presently
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,HgS5__-Pt74,the pygmalion effect shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,how do you correct for iq being largely genetic the question is did the teachers have higher expectations of certain kids because they had already shown higher performance or promise va the other kids antidote to imposter syndrome there is a bad side to this since sometimes the expectations can be really high and making someone achieve it can be forceful the second method is really hard but it is so true i searched it after hearing about this in a reel only to find out that im actually doing the same since without knowing what does it called sings in lena hornes beautiful voice believe in yourself malcolm little told his teacher he wanted to be a lawyer this white teacher told him because malcolms black he should aspire to be a janitor malcolm little became the great malcolm x and inspired millions the world over im stupid and confident in my own abilities to fuck up not necessarily if we love ourselves then we dont need anyone elses validation or expectations to succeed where can i find people who supports
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,OK1Eic3oBs4,the matthew effect shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,this story was taken from the book outliers by malcom gladwell check it out here if you want to read it work closes this gap a bit depressing to see some people treating the question if its how can i make sure im the one that gets ahead in these unfair conditions rather than how can we all work together to make the conditions fairer despite my profile name my name is matthew based my experiences and even the bible of all places matthew im pretty sure this isnt something that can be changed and we should probably stop trying dont mess with reality by the way you put the photo of the wrong merton he is one of the creators of the black and scholes formula the mathew principle he who has everything more will be given he who has nothing more will be taken the mathew principle is a natural law the mathew principle applies to galaxies solar systems planets rivers trees in a forest and to people while income inequality is a societal problem its not about capitalism its a much bigger problem than capitalism so what youre saying is that successful people did not earn where they are unsuccessful people were unlucky to be born the b team matthew nnfor to the one who has more will be given and he will have an abundance but from the one who has not even what he has will be taken awaynnthis is why its called the matthew effect exposure and not being lazy actually studies are finding that the notion of grit yields success people can have access to many resources and fail to launch sure it helps to start off the right foot but you have to keep moving forward no person can rest their laurels
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,DW6jW9utbwU,kindle scribe review best kindle,theres a new ereader in town the kindle scribe and it allows you to take notes screen with a pen so in this video i review the kindle scribe and share my thoughts which kindle is the best one for you in enjoy x check out the different kindles here kindle scribe standard kindle paperwhite kindle signature kindle oasis kindle check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people watch next comparing the kindle standard oasis paperwhite signature my favourite tech for reading the best books i read last year how i read books a year timestamps intro upfront conclusion unboxing and setup design and features the reading experience the writing experience taking notes while youre reading extra features who is the device for best kindle to buy in outro sign up to my free weekly email newsletter my free online courses productivity masterclass principles and tools to boost your productivity how to study for exams an evidencebased masterclass youtube for beginners everything you need to know to start my creator courses check out my free day email course how to become a parttime youtuber creatorpreneur my flagship course for scaling up your creative sidehustle camera confidence my selfpaced course how to improve your creativity career or communication skills my favourite gear my macbook skin skins for other tech my youtube camera gear my keyboard wireless coral mechanical keyboard cherry blue my favourite ipad screen protector paperlike my desk accessories todo list ugmonk my favourite tools vidiq how i optimise my youtube videos shortform the best summaries of books readwise how i remember what i read epidemic sound where i get my music amazing for youtubers my key links my website blog twitter instagram who am i im ali a youtuber podcaster soontobe author and exdoctor working in london uk i make videos that explore the strategies and tools that help us live happier healthier and more productive lives i also have a weekly podcast called deep dive and i write a weekly email newsletter that contains some quick thoughts links to interesting things ps some of the links in this description are affiliate links that i get a kickback from,do you think the kindle scribe is worth it and which is your favourite kindle drop a comment and let know i dont agree with your initial conclusion its an absolutely fantastic device for someone who needs to wear reading glasses like kindle scribe works great can you catagorize highlights and notes thanks for the upfront conclusion a breath of fresh air im only getting the kindle scribe because i cant read small writing and the small kindle would have small words great review they took away the nice physical page turn buttons and added a pen fail whoa i like the way you twirled the pen with your fingers also great review loving how he just said the conclusion at the start no fluff
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,1gS5v6EMaSc,the top regrets of the dying shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe for more content like this x,this short was inspired by the amazing blog from bronnie ware which you can find here this book really changed the whole perceptive of my life i regret i watched this video these are the regrets of the upper middle class lmao i dont have any friends there is one regret missing i wish that i was near to god i regret spending time with people who didnt even like and not enough with family that did what do you do for livingnni ask people there death bed what there deepest regrets are all the stories change your life if it changed your life you shouldnt be posting anymore
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,UYfGC31ZDJw,the man in the car paradox shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe for more content like this x,this story was taken from the book psychology of money by financial writer morgan house you can get the book here or check out the longer video i made about it my channel fook admiration i want jealousy almost forgot this quote from the book thanks couldnt agree more i always look at the driver ive always been questioning why people put there money in fancy things it doesnt bring them much i guess i had the car paradoxe in mind just not like that same with and other peoples dogs great now give your youtube earnings well in this regard the paradox only applies to strangers passersby arent most people caught up in impressing others trying to impress those they know or are acquainted with regularly or someone said way better than we spend our entire lives working in jobs we hate to buy things we dont need to impress people we will never know or care about
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,T2M9hSswlIs,if i started a youtube channel in id do this,if you want to start or grow a channel check out my parttime youtuber academy here youtube is hard but over the years ive learnt a few things about how to grow a successful channel so in this video i go through exactly what id do if i wanted to start a youtube channel today enjoy x timestamps intro level level level how to stand out youtube,coming now to learn more thanks i will try it lol great best video ever thanks alot youre too fast with speech i cant even get what youre saying from beginning to end bruh that whistle noise in the beginning had looking all around my living room like who the hell is in here hahaha playback speed youre welcome if youre reading this you will make it in life just believe and see the magic cool clip helpful good one
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,jcSYlmIOOBg,the goldilocks rule shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe for more content like this,this short was taken from the book atomic habits by james clear if you want to check it out i highly recommend then click here thats not the goldilocks affect skillbasedmatchmaking i actually do this i am just mentally unable to start something from the basics virtus in medio i learned this from atomic habits chapter atomic habits you cant play mozarts th symphony only piano lol just beyond your current level this story is even in the cartoon titled puss in boot the wishing star
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,fDm1KLlQ4wM,the parable of the pottery class shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,this story was taken from the book art fear by david bayles and ted orland this is a link to the book if you want to check that out and heres a link to a good article about it by austin kleon aspirantsremember quantity with consistency overtime leads to quality atomic habits its kind of like practice my consistency and discipline is key i really dont trust this guy im always learning from you thank you wow i really admire you bro thanks for amazing content
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,OAEopgIpv38,the parable of the chinese farmer shorts,check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe for more content like this x,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people in china we say which tells that everything has two sides good or bad sometimes bad thing will turn out good sometimes good thing will turn out bad so just be peaceful when you facing every change i think this is a good way of understanding gods plan and how some things can be really awful in the moment but have a positive impact tomorrow or even years from now thank you yes this is one of my favorite stories too still just a story dont mix with reality i take your advide for a maybe lena got this story from ali its chinese proverb okay by like the th time the villagers come around he should be able to definitively agree that these turns of events are at least statistically unlikely and thus remarkable
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,JYCCK7R9DUk,the hour work week by tim ferris shorts,check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people subscribe for more content like this x,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people red it its awesome way to advertise something without saying anything about the actual product does the book tell ideas or helps getting them for people without professional skills ah i loved reading this book during my vacation flight to asia perfectly fits the cover of the book who is your audience billionaire groupies vicarious dreamers save yourself the time and money the book basically tells you to outsource much you can to people in other countries since their labor cost is much cheaper the thing is every thing its different time and market value has change that book might get real education but it can get expired ive read this book sadly didnt connect with the author great book its next to my bed atm love it
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,IXSqorYMXQA,this tip will make you more productive shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe for more content like this,whose face is it which appears in the frame thank you for sharing this mindset its really helpful to make you enjoy your journey more so what is my adventure of the day gon na benmy body working all day through sickness and headache i guessncolleague thaclientcomesinminutes ily i call it childs play with my work and funny and sometimes romantic hey are you married i work nd shift i wake up waiting to go to work my whole day is about waiting to go work thats my plan sad but it pays the bills and put food in the table this may sound morbid but i remind myself that one day itll be my last day earth and that supercharges for the rest of the day for it has to be the minute rule just helps get the ball rolling genius
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,WrlkSH87u3I,how to overcome the fear of getting started,if you want to start and grow a youtube channel you might want to join the last ever cohort of my course the part time youtuber academy check it out here i get asked a lot about overcoming the fear of getting started with something new so in this video which i recorded during a livestream i share my favourite pieces of advice enjoy x check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people watch next how to build a life you love productivity myths wasting your time side hustles you can start in how to become luckier an evidencebased guide timestamps intro social anxiety self perception tips to make it stick sign up to my free weekly email newsletter my free online courses productivity masterclass principles and tools to boost your productivity how to study for exams an evidencebased masterclass youtube for beginners everything you need to know to start my creator courses check out my free day email course how to become a parttime youtuber creatorpreneur my flagship course for scaling up your creative sidehustle camera confidence my selfpaced course how to improve your creativity career or communication skills my favourite gear my youtube camera gear my keyboard wireless coral mechanical keyboard cherry blue my favourite ipad screen protector paperlike my desk accessories todo list ugmonk my favourite tools vidiq how i optimise my youtube videos shortform the best summaries of books readwise how i remember what i read epidemic sound where i get my music amazing for youtubers my key links my website blog twitter instagram who am i im ali a youtuber podcaster soontobe author and exdoctor working in london uk i make videos that explore the strategies and tools that help us live happier healthier and more productive lives i also have a weekly podcast called deep dive and i write a weekly email newsletter that contains some quick thoughts links to interesting things ps some of the links in this description are affiliate links that i get a kickback from,if you want to start and grow a youtube channel you might want to join the last ever cohort of my course the part time youtuber academy check it out here people say that money is not the key to happiness but i always figured if you have enough money you can have a key made fearing to strart the work is horrible but remember that it will be done in someway in the end and it is over and may take few minutes no more like for example presentations and exams i mean once you prepare for it leave it for this works a lot my problem is both the fear of getting starting and the fear of choosing the wrong thing and then the fear of quitting things everything scares i am exhausted i fail everything i do i am so alone nothing is worth to work for anymoreni dont judge others but my family judge all you need in momentum then its fun and easier use the motivation from this video and instantly start whatever endevour youve been afraid of great and convincing video this was incredibly helpful currently stuck level my mainchannel with trying to be perfect right from the start often cause of procrastination is the pursuit of perfectionnnthanks very good point of view thanks ali for your tipps whenever i feel that kind of fear i watch this video to be conscious of why i have this fear and what to do to minimise it im shit scared of posting things instagram because i dont think my story is that important or influencing but the spotlight i give to people makes set the bar high them ill try to lower the bar and embrace the crap of my doings and raise the bars for the things im starting to get the hang of i love the analogy of the analysis over action it helped change my mind overthinking thank you
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,PmWjZkHOYuQ,how to always be motivated shorts,check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people i am blessed cz am watching him ali bhai great words perfectly summarized right thought follows right action asian saying the power of dopamine what about clinically depressed population my favorite youtuber ali completely agree
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,1s3QPW3raN0,the stockdale paradox shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe for more content like this,this short was inspired by an interview that jim collins did with james stockdale after he returned from vietnam too right life is great when you know what you are doing they werent optimists they were delusional theres no way to know when or if youre coming out his approached was based in an honest evaluation of if should he live an honest man he kept his sanity and strength my favourite creator he adds so much value not really got it do we need to be optimistic or not prisonner in vietnam war slowly lost their mind where exactly but stockdale is alsoan optimist no he thought he will get out and prevail eventually thats admirable its easynhope for the best expect the worse so rather thinking ill be successfull sometime think ill never be successful and i will become successful
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,9awCB59ZHPs,how to figure out what to do with your life shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people and subscribe if you want more content like this,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people sounds like the book for the same case is with right now struggling to choose careerdone mechanical engineering then done merchant navy training but realised these jobs are not my type still pathless so pathless its so easy to realise being not happy when you have saved enough from that job tldr guy who has enough money to not work creates fulfilling life i think that the videos will be better without music people with unlimited resources different struggles i guess thank you hahaha someone else who left medicine
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,qr2ZGqtJXvg,the best book ive ever read about business shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people,best book recommendation from ali do not skip this this was one of the most eyeopening biz books ive read in a long long time and continue going back to amazing strategies are there in this book or get other people to do the dirty work the amount of things that single handedly changed your life is unreal awesome book funny enough i was listening to the audiobook when i stumbled this short i have already read this book i would add one more book herenplaybook to millions i just talked about this book in one of my shorts i feel the synchronistic vibes why you dont get laser eye surgery done just asking you this because i tend to think that why most of the doctors do not prefer laser eye surgery is it their person opinion or any other side effect that doctors know and they dont want to tell everyone the bots are crazyyyyy i came earlier
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,IK4B7XUqXWY,i asked millionaires for their best financial advice,thanks to shopify for sponsoring this video get a free trial the platform with this link ive interviewed a few different multimillionaires my podcast in the past months and ive spoken to all of them about how they made their money in this video i go through of my favourite lessons about making money from successful entrepreneurs enjoy x link to the deep dive giveaway deep dive episodes mentioned alex hormozi daniel priestley tim armoo mrwhosetheboss watch next side hustles you can start in passive income ideas the best book ive ever read about making money the psychology of money timestamps intro invest in yourself first find work at a startup take the third door everythings downstream of lead generation extraordinary results require extraordinary inputs sign up to my free weekly email newsletter my free online courses productivity masterclass principles and tools to boost your productivity how to study for exams an evidencebased masterclass youtube for beginners everything you need to know to start my creator courses check out my free day email course how to become a parttime youtuber creatorpreneur my flagship course for scaling up your creative sidehustle camera confidence my selfpaced course how to improve your creativity career or communication skills my favourite gear my youtube camera gear my keyboard wireless coral mechanical keyboard cherry blue my favourite ipad screen protector paperlike my desk accessories todo list ugmonk my favourite tools vidiq how i optimise my youtube videos shortform the best summaries of books readwise how i remember what i read epidemic sound where i get my music amazing for youtubers my key links my website blog twitter instagram who am i im ali a youtuber podcaster soontobe author and exdoctor working in london uk i make videos that explore the strategies and tools that help us live happier healthier and more productive lives i also have a weekly podcast called deep dive and i write a weekly email newsletter that contains some quick thoughts links to interesting things ps some of the links in this description are affiliate links that i get a kickback from,thanks to shopify for sponsoring this video get a free trial the platform with this link people say that money is not the key to happiness but i always figured if you have enough money you can have a key made omg esta transformacin absolutamente fascinante gracias por su buena informacin soy principiante el crackto marketing he estado haciendo prdidas pero recientemente veo mucha gente lo recomiendan por favor alguien puede decirme estoy diagnosticado simplemente confundido fuck internet is great plz give us ur vedios with english subtitle thank you for your brilliant content ali always appreciated door analogy this video inspired to get skillshare i want to learn more about art and business i definitely used the third door recently and i can say it really works omg im so happy i found your channel
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,gEv8eAjdB2w,the book that most changed my life shorts,if you liked this check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people,i really adore your channel thanks love love loveee this book i think you have forget your holy quran starting today the holy bible thank you because of you i also started my own websiteand ive written my first blog i currently have blogs which i wrote internetbut i dont how those are going to help sweets by the time i finish one book ali already suggested other books ud nice
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,VOwdO6lYO9A,books you should read in,check out my weekly podcast deep dive where i interview entrepreneurs creators and other inspiring people affiliate links that we could plug links mentioned watch next timestamps sign up to my free weekly email newsletter my free online courses productivity masterclass principles and tools to boost your productivity how to study for exams an evidencebased masterclass youtube for beginners everything you need to know to start my creator courses check out my free day email course how to become a parttime youtuber creatorpreneur my flagship course for scaling up your creative sidehustle camera confidence my selfpaced course how to improve your creativity career or communication skills my favourite gear my youtube camera gear my keyboard wireless coral mechanical keyboard cherry blue my favourite ipad screen protector paperlike my desk accessories todo list ugmonk my favourite tools vidiq how i optimise my youtube videos shortform the best summaries of books readwise how i remember what i read epidemic sound where i get my music amazing for youtubers my key links my website blog twitter instagram who am i im ali a youtuber podcaster soontobe author and exdoctor working in london uk i make videos that explore the strategies and tools that help us live happier healthier and more productive lives i also have a weekly podcast called deep dive and i write a weekly email newsletter that contains some quick thoughts links to interesting things ps some of the links in this description are affiliate links that i get a kickback from,i dont know which one to read first mistborn where can we buy all these books saw you recommend the millionaire fastlane so many times that i finally bought it at the airport last month and damn is it already changing my mindset thank you for all your recommendations id like to get any book nnhow can i get it the millionaire fastlane is for who is already running a business but unable to scale or someone who has failed in his entrepreneurshipnnist generation entrepreneurs or startups should read rework zero to onen start with whyn the almanack of naval ravikantn manifest by roxy nafousi im starting book two this week i will notify you when i finish just read how to not die alone and wow what an eyeopening and insightful exploration of relationships and connection finished it last week great book super love the editing i always love your book reviews
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,kyja7LEyffM,is luck the biggest factor of success shorts,if you liked this you might like my podcast deep dive where i interview creators entrepreneurs and other inspiring people subscribe for more content like this xx,if you liked this you might like my podcast deep dive where i interview creators entrepreneurs and other inspiring people i really love what you do with your videos and podcasts its motivating to see someone else strive for more and how they do it sadly not everyone has people like that around themselves theyre lucky to be privileged ud another book that goes into this is outliers by malcom gladwell its one of the best books ive ever read awesome got that from outliers luck is random though like the content butnnwhy talking so fastnnits sounds so unnatural and very annoying but i think if you want to be lucky then believe in luck and stay positive and determined somebody read outliers
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,I-dlPuqFguo,side hustles ideas to make month,thanks to trading for sponsoring this video use the promo code ali to get a free share worth up to or visit if you want to start or grow a youtube channel in this video were talking about side hustle ideas you can start in all of these alternative income streams could generate an extra per month enjoy links how to build a website my skillshare courses henry web designer books the millionaire fastlane expert secrets million offers copywriting secrets free weekly productivity insights my other socials my podcast deep dive my website blog twitter instagram tiktok linkedin facebook who am i if we havent yet before hey im ali a doctorturnedentrepreneur and ive somehow become the worlds most followed productivity expert through my videos here this channel my podcast deep dive and writing i share evidencebased strategies and tools to help you be more productive and build a life you love ps some of the links in this description are affiliate links that i get a kickback from time stamps intro the philosophy of side hustles content writer sales copywriter thumbnail designer website designer shortform video editor solopreneurs personal assistant man video production agency my thoughts starting over in,well if i am even a billionaire i wont say no for free good even annually because why not i wont know when will i need it ud thank you for the video have you got an email i contact you in regards to this i am living in the uk and really struggling with living costs and got a lot of stress about finances and would be grateful for i am a sales copywriter i am happy to work with you let know if you want to work with for someone whose english is a second language please speak very slowly its so hard to catch every single word or thought you say youre naturally talking in lmao thats amazing can i work with you this is nice most useless video lol one major takeaway is that a side hustle should ideally offer autonomy and flexibility i was really enlightened by your discussion the permissionless apprentice model its a smart strategy for bypassing the traditional application process and showcasing actual value year old freelancer shocking one at the time
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,5tEPfbrHRl4,macbook apps you probably havent heard of shorts,,if you liked this you might like my podcast deep dive where i interview creators entrepreneurs and other inspiring people time for ali to try the arc browser ur style like mr whose nice editing used obsidian from october until and now im back to notion hmm some of these apps seem to have sponsored you how do i find texts app no to appstore did he rly just flip his macbook arc is daddy of all browsers
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,Lx1q-9DMfBc,productivity tips to level up your life shorts,if you liked this you might like my podcast deep dive where i interview creators entrepreneurs and other inspiring people subscribe for more content like this xx,if you liked this you might like my podcast deep dive where i interview creators entrepreneurs and other inspiring people request can you talk little bit slowly because its too this new look suits you also workspace tips are very important multitasking hits different for adhd it can actually help you be more productive funfair you are my fave youtuber watching all videos for intresting editing giving advice in reels is it really worthyududud what if i dont have things to do perfect i just woke up i should remember the pamadira technique
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,7dJKP9Qt8JU,this productivity tip makes x more productive shorts,if you liked this you might like this video about my favourite productivity tips subscribe for more content like this xx,if you enjoyed this you might like this video my channel about time management tips really want to know how to edit this kind of effect can anyone help what should i search in yt the one thing what if you have important things that must all get done today how can i speak so fluently like you what if you have adhd it wasnt until watching this short that i even knew what that thing was thank you for making question it its called turning off my phone stay hydratedbecause your body and brain function better when they are hydrated
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,SC6TNdLOA0w,mkbhd youtube vs tiktok shorts,if you liked this you might like the full episode with mkbhd here subscribe for more content like this xx,if you liked this you might like the full episode with mkbhd here im so glad i never downloaded tiktok great wow ali why are you so handsome here meaningful well said thoughtprovoking do you think tiktok is gon na lose the hype around it soon with instagram reels and yourube shorts exactly we come here to learn and we appreciate you guys who help us with the information you put out in your videos los can i like twice
